store,category,domain,website,lead_quality_score,priority_tier,known_source,why_high_quality,shopify_signal,best_email,public_emails,email_confidence,email_source_url,contact_pages_checked,linkedin_profiles_found,x_profiles_found,instagram_profiles_found,facebook_profiles_found,tiktok_profiles_found,youtube_profiles_found,public_profile_links,profile_status,hunter_domain_search,linkedin_search,channel,quick_check_command,exact_pitch,crawl_notes
Versed,Beauty,versedskin.com,https://versedskin.com,93,A,DTC beauty,Skin concern matching,yes,hello@versedskin.com,hello@versedskin.com,high_site,https://versedskin.com/pages/contact-us,https://versedskin.com; https://versedskin.com; https://versedskin.com/pages/contact-us; https://versedskin.com/pages/contact-us; https://versedskin.com/pages/about; https://versedskin.com/products/press-restart-serum,,,https://instagram.com/versed; https://www.instagram.com/p/DKhuyDgparJ; https://www.instagram.com/p/DXHm_SbCf2-; https://www.instagram.com/p/DW9aKDJCaj0; https://www.instagram.com/p/DXFAeo8FFWx,,https://www.tiktok.com/@versed,,https://instagram.com/versed; https://www.instagram.com/p/DKhuyDgparJ; https://www.instagram.com/p/DXHm_SbCf2-; https://www.tiktok.com/@versed,direct_profile_found,https://hunter.io/search/versedskin.com,https://www.linkedin.com/search/results/companies/?keywords=Versed,email first; LinkedIn or Instagram fallback,bun dev # then audit versedskin.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Versed, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like skin concern matching, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Versed, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Cocokind,Beauty,cocokind.com,https://www.cocokind.com/,93,A,DTC beauty,Skin concern matching,yes,partnerships@cocokind.com,partnerships@cocokind.com; uspartnerships@cocokind.com; sales@cocokind.com; info@cocokind.com; influencers@cocokind.com; abi@jenniferbett.com,high_site,https://www.cocokind.com/pages/faqs,https://www.cocokind.com/; https://www.cocokind.com; https://www.cocokind.com/pages/contact; https://www.cocokind.com/; https://www.cocokind.com/; https://www.cocokind.com/; https://www.cocokind.com/; https://www.cocokind.com/pages/about-us; https://www.cocokind.com/pages/about-us; https://www.cocokind.com/pages/faqs,,,https://instagram.com/cocokind,https://www.facebook.com/cocokindskincare,https://www.tiktok.com/@cocokind,https://www.youtube.com/channel/UCHdwpxvUYUMj4SlsIaoPtMA,https://instagram.com/cocokind; https://www.facebook.com/cocokindskincare; https://www.tiktok.com/@cocokind; https://www.youtube.com/channel/UCHdwpxvUYUMj4SlsIaoPtMA,direct_profile_found,https://hunter.io/search/cocokind.com,https://www.linkedin.com/search/results/companies/?keywords=Cocokind,email first; LinkedIn or Instagram fallback,bun dev # then audit cocokind.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Cocokind, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like skin concern matching, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Cocokind, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Hero Cosmetics,Beauty,herocosmetics.us,https://www.herocosmetics.us/,93,A,DTC beauty,Acne product education,yes,support@herocosmetics.us,support@herocosmetics.us,high_site,https://www.herocosmetics.us/pages/faq,https://www.herocosmetics.us/; https://www.herocosmetics.us; https://www.herocosmetics.us/pages/contact-us; https://www.herocosmetics.us/pages/faq; https://www.herocosmetics.us/pages/about-us; https://www.herocosmetics.us/pages/faq-returns,,https://twitter.com/herocosmetics,https://www.instagram.com/herocosmetics; https://www.instagram.com/terrellbritten; https://www.instagram.com/lukayamilica; https://www.instagram.com/situationalskincare; https://www.instagram.com/diaryoftroubledskin,https://www.facebook.com/herocosmetics,https://www.tiktok.com/@herocosmetics,https://www.youtube.com/channel/UC0wZCPILuEVZaTPCUutXPag,https://twitter.com/herocosmetics; https://www.instagram.com/herocosmetics; https://www.instagram.com/terrellbritten; https://www.instagram.com/lukayamilica; https://www.facebook.com/herocosmetics; https://www.tiktok.com/@herocosmetics; https://www.youtube.com/channel/UC0wZCPILuEVZaTPCUutXPag,direct_profile_found,https://hunter.io/search/herocosmetics.us,https://www.linkedin.com/search/results/companies/?keywords=Hero%20Cosmetics,email first; LinkedIn or Instagram fallback,bun dev # then audit herocosmetics.us,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Hero Cosmetics, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like acne product education, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Hero Cosmetics, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Dieux,Beauty,dieuxskin.com,https://www.dieuxskin.com/,93,A,DTC beauty,Skin routine and ingredient education,yes,hello@dieuxskin.com,hello@dieuxskin.com; orders@dieuxskin.com; hello@dieuxskin.com.our; help@passportshipping.com,high_site,https://www.dieuxskin.com/pages/contact-us,https://www.dieuxskin.com/; https://www.dieuxskin.com; https://www.dieuxskin.com/pages/contact-us; https://www.dieuxskin.com/pages/contact-us; https://www.dieuxskin.com/pages/about; https://www.dieuxskin.com/pages/faqs; https://www.dieuxskin.com/blogs/beauty/supporting-minnesota-teachers,,,http://instagram.com/dieuxskin,https://facebook.com/dieuxskin,https://www.tiktok.com/@dieuxskin,,http://instagram.com/dieuxskin; https://facebook.com/dieuxskin; https://www.tiktok.com/@dieuxskin,direct_profile_found,https://hunter.io/search/dieuxskin.com,https://www.linkedin.com/search/results/companies/?keywords=Dieux,email first; LinkedIn or Instagram fallback,bun dev # then audit dieuxskin.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Dieux, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like skin routine and ingredient education, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Dieux, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Kinship,Beauty,lovekinship.com,https://lovekinship.com,93,A,DTC beauty,Skin concern matching,yes,%20pr@lovekinship.com,%20pr@lovekinship.com; pr@lovekinship.com; %20hello@lovekinship.com; hello@lovekinship.com; email@address.com,high_site,https://lovekinship.com/pages/contact,https://lovekinship.com; https://lovekinship.com; https://lovekinship.com/pages/contact; https://lovekinship.com/pages/about; https://lovekinship.com/pages/faqs,,,https://www.instagram.com/lovekinship,https://www.facebook.com/Kinship-110285236990911,https://www.tiktok.com/@lovekinship,,https://www.instagram.com/lovekinship; https://www.facebook.com/Kinship-110285236990911; https://www.tiktok.com/@lovekinship,direct_profile_found,https://hunter.io/search/lovekinship.com,https://www.linkedin.com/search/results/companies/?keywords=Kinship,email first; LinkedIn or Instagram fallback,bun dev # then audit lovekinship.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Kinship, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like skin concern matching, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Kinship, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
DIME Beauty,Beauty,dimebeautyco.com,https://dimebeautyco.com,93,A,DTC beauty,Skin routine and subscriptions,yes,hello@dimebeautyco.com,hello@dimebeautyco.com; support@testparty.ai,high_site,https://dimebeautyco.com/pages/contact,https://dimebeautyco.com; https://dimebeautyco.com; https://dimebeautyco.com/pages/contact; https://dimebeautyco.com/pages/press; https://dimebeautyco.com/pages/about; https://dimebeautyco.com/pages/accessibility,,,https://www.instagram.com/dimebeautyco,https://www.facebook.com/dimebeautyco; https://www.facebook.com/groups/650252060554491,https://www.tiktok.com/@dimebeautyco,https://www.youtube.com/@dimebeautyco/videos,https://www.instagram.com/dimebeautyco; https://www.facebook.com/dimebeautyco; https://www.facebook.com/groups/650252060554491; https://www.tiktok.com/@dimebeautyco; https://www.youtube.com/@dimebeautyco/videos,direct_profile_found,https://hunter.io/search/dimebeautyco.com,https://www.linkedin.com/search/results/companies/?keywords=DIME%20Beauty,email first; LinkedIn or Instagram fallback,bun dev # then audit dimebeautyco.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For DIME Beauty, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like skin routine and subscriptions, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread DIME Beauty, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Vegamour,Beauty,vegamour.com,https://vegamour.com,93,A,DTC beauty,Hair growth product education,yes,support@vegamour.com,support@vegamour.com; test@test.com,high_site,https://vegamour.com/pages/contact-us,https://vegamour.com; https://vegamour.com; https://vegamour.com/pages/contact-us; https://vegamour.com/pages/contact-us; https://vegamour.com/pages/contact-us; https://vegamour.com/pages/our-story,,,https://instagram.com/vegamour; https://www.instagram.com/vegamour,https://www.facebook.com/VegamourBeauty,https://www.tiktok.com/@vegamour,https://www.youtube.com/c/vegamour,https://instagram.com/vegamour; https://www.instagram.com/vegamour; https://www.facebook.com/VegamourBeauty; https://www.tiktok.com/@vegamour; https://www.youtube.com/c/vegamour,direct_profile_found,https://hunter.io/search/vegamour.com,https://www.linkedin.com/search/results/companies/?keywords=Vegamour,email first; LinkedIn or Instagram fallback,bun dev # then audit vegamour.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Vegamour, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like hair growth product education, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Vegamour, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Billie,Beauty,mybillie.com,https://mybillie.com/,93,A,DTC beauty,Shave/body product subscriptions,yes,press@mybillie.com,press@mybillie.com; hello@mybillie.com; hello+faq@mybillie.com,high_site,https://mybillie.com/,https://mybillie.com/; https://mybillie.com; https://mybillie.com/pages/contact; https://mybillie.com/pages/contact-us; https://mybillie.com/pages/help; https://mybillie.com/pages/support; https://mybillie.com/pages/faq; https://mybillie.com/pages/wholesale; https://mybillie.com/pages/retailers; https://mybillie.com/pages/press,,,https://instagram.com/billie,,https://www.tiktok.com/@billie,,https://instagram.com/billie; https://www.tiktok.com/@billie,direct_profile_found,https://hunter.io/search/mybillie.com,https://www.linkedin.com/search/results/companies/?keywords=Billie,email first; LinkedIn or Instagram fallback,bun dev # then audit mybillie.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Billie, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like shave/body product subscriptions, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Billie, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Flamingo,Beauty,shopflamingo.com,https://www.shopflamingo.com/,93,A,DTC beauty,Shave/body product education,yes,press@shopflamingo.com,press@shopflamingo.com; help@shopflamingo.com; flamingo@dialoguenyc.com,high_site,https://www.shopflamingo.com/pages/contact,https://www.shopflamingo.com/; https://www.shopflamingo.com; https://www.shopflamingo.com/pages/contact; https://www.shopflamingo.com/pages/faq; https://www.shopflamingo.com/pages/about-us; https://www.shopflamingo.com/pages/about-us; https://www.shopflamingo.com/pages/about-us,,,https://www.instagram.com/meetflamingo,https://www.facebook.com/meetflamingo/about,https://www.tiktok.com/@meetflamingo,,https://www.instagram.com/meetflamingo; https://www.facebook.com/meetflamingo/about; https://www.tiktok.com/@meetflamingo,direct_profile_found,https://hunter.io/search/shopflamingo.com,https://www.linkedin.com/search/results/companies/?keywords=Flamingo,email first; LinkedIn or Instagram fallback,bun dev # then audit shopflamingo.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Flamingo, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like shave/body product education, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Flamingo, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Nécessaire,Beauty,necessaire.com,https://necessaire.com,93,A,DTC beauty,Body care routine education,yes,team@necessaire.com,team@necessaire.com; recipient@giftnote.com,high_site,https://necessaire.com,https://necessaire.com; https://necessaire.com; https://necessaire.com/pages/contact; https://necessaire.com/pages/faq; https://necessaire.com/pages/press; https://necessaire.com/pages/inside-necessaire; https://necessaire.com/pages/accessibility,,,https://www.instagram.com/necessaire,,https://www.tiktok.com/@necessaire,,https://www.instagram.com/necessaire; https://www.tiktok.com/@necessaire,direct_profile_found,https://hunter.io/search/necessaire.com,https://www.linkedin.com/search/results/companies/?keywords=N%C3%A9cessaire,email first; LinkedIn or Instagram fallback,bun dev # then audit necessaire.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Nécessaire, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like body care routine education, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Nécessaire, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
OSEA,Beauty,oseamalibu.com,https://oseamalibu.com,93,A,DTC beauty,Skin/body care routine education,yes,wholesalesupport@oseamalibu.com,wholesalesupport@oseamalibu.com; support@oseamalibu.com; skincarestudio@oseamalibu.com; rachel@oseamalibu.com; use@oseamalibu.com,high_site,https://oseamalibu.com/pages/customer-care,https://oseamalibu.com; https://oseamalibu.com; https://oseamalibu.com/; https://oseamalibu.com/; https://oseamalibu.com/pages/contact-us; https://oseamalibu.com/; https://oseamalibu.com/pages/customer-care; https://oseamalibu.com/; https://oseamalibu.com/pages/wholesale; https://wholesaleaccounts.oseamalibu.com/authentication/login?client_id=1bbf0561-eed7-4807-84a3-78ba39b64678&locale=en-US&redirect_uri=%2Fauthentication%2Foauth%2Fauthorize%3F_cs%3D%26buyer_flags%3DeyJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJvc2VhLXdob2xlc2FsZS5teXNob3BpZnkuY29tIiwiZmxhZ3MiOltdLCJleHAiOjE3ODE5Mjc2NDAsIm5iZiI6MTc4MTMyMjg0MH0.VZpSo22fRF8On_FroKR31D5izAhjNcQzhDuXJGg6LH8%26client_id%3D1bbf0561-eed7-4807-84a3-78ba39b64678%26locale%3Den-US%26nonce%3Db5856129-8000-43df-a361-7b6ea103d41b%26redirect_uri%3Dhttps%253A%252F%252Fwholesale.oseamalibu.com%252Fcustomer_authentication%252Fcallback%26response_type%3Dcode%26scope%3Dopenid%2Bemail%2Bcustomer-account-api%26state%3DhWNDHIszzsiY1J6oaaOMGhtZ,,,https://instagram.com/oseamalibu; https://www.instagram.com/oseamalibu,https://www.facebook.com/oseamalibu,https://www.tiktok.com/@oseamalibu,,https://instagram.com/oseamalibu; https://www.instagram.com/oseamalibu; https://www.facebook.com/oseamalibu; https://www.tiktok.com/@oseamalibu,direct_profile_found,https://hunter.io/search/oseamalibu.com,https://www.linkedin.com/search/results/companies/?keywords=OSEA,email first; LinkedIn or Instagram fallback,bun dev # then audit oseamalibu.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For OSEA, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like skin/body care routine education, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread OSEA, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Supergoop!,Beauty,supergoop.com,https://supergoop.com,93,A,DTC beauty,Sunscreen selection by use case,yes,press@supergoop.com,press@supergoop.com; only@supergoop.com,high_site,https://supergoop.com,https://supergoop.com; https://supergoop.com; https://supergoop.com/pages/contact; https://supergoop.com/pages/faq-help; https://supergoop.com/pages/faq-help; https://supergoop.com/pages/press; https://supergoop.com/pages/press; https://supergoop.com/pages/about-us; https://supergoop.com/pages/about-us; https://supergoop.com/pages/accessibility,,,https://www.instagram.com/supergoop,,https://www.tiktok.com/@supergoop,,https://www.instagram.com/supergoop; https://www.tiktok.com/@supergoop,direct_profile_found,https://hunter.io/search/supergoop.com,https://www.linkedin.com/search/results/companies/?keywords=Supergoop%21,email first; LinkedIn or Instagram fallback,bun dev # then audit supergoop.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Supergoop!, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your beauty catalog, answer buyer questions like sunscreen selection by use case, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Supergoop!, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Ruggable,Home,ruggable.com,https://ruggable.com,93,A,DTC home,Large rug catalog and room matching,yes,support@ruggable.com,support@ruggable.com; support@ruggable.co.kr; info@afterpay.com,high_site,https://ruggable.com,https://ruggable.com; https://ruggable.com; https://ruggable.com/pages/washing-machine-rug-guide; https://ruggable.com/pages/about; https://ruggable.com/pages/about-us; https://ruggable.com/pages/accessibility; https://ruggable.com/pages/klarna-faqs; https://ruggable.com/pages/faq-afterpay,,,https://www.instagram.com/ruggable,https://www.facebook.com/ruggable,https://www.tiktok.com/@ruggable,https://www.youtube.com/channel/UCjPLGXPlp5Z7pxXESmdznWQ,https://www.instagram.com/ruggable; https://www.facebook.com/ruggable; https://www.tiktok.com/@ruggable; https://www.youtube.com/channel/UCjPLGXPlp5Z7pxXESmdznWQ,direct_profile_found,https://hunter.io/search/ruggable.com,https://www.linkedin.com/search/results/companies/?keywords=Ruggable,email first; LinkedIn or Instagram fallback,bun dev # then audit ruggable.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Ruggable, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your home catalog, answer buyer questions like large rug catalog and room matching, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Ruggable, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Burrow,Home,burrow.com,https://burrow.com,93,A,DTC furniture,Modular furniture configuration,yes,support@burrow.com,support@burrow.com,high_site,https://burrow.com,https://burrow.com; https://burrow.com; https://burrow.com/pages/contact; https://burrow.com/about; https://burrow.com/accessibility,,,https://www.instagram.com/burrow,https://www.facebook.com/burrow,https://www.tiktok.com/@burrow,,https://www.instagram.com/burrow; https://www.facebook.com/burrow; https://www.tiktok.com/@burrow,direct_profile_found,https://hunter.io/search/burrow.com,https://www.linkedin.com/search/results/companies/?keywords=Burrow,email first; LinkedIn or Instagram fallback,bun dev # then audit burrow.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Burrow, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your home catalog, answer buyer questions like modular furniture configuration, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Burrow, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Floyd,Home,floydhome.com,https://floydhome.com,93,A,DTC furniture,Furniture comparison and configuration,yes,hello@floydhome.com,hello@floydhome.com; help@mulberry.com; floyd@a11y.com,high_site,https://floydhome.com,https://floydhome.com; https://floydhome.com; https://floydhome.com/pages/contact; https://floydhome.com/pages/contact; https://floydhome.com/pages/faq; https://floydhome.com/pages/faq; https://floydhome.com/pages/website-accessibility-statement; https://floydhome.com/pages/contact; https://floydhome.com/pages/help-center,,https://twitter.com/floyddetroit,https://www.instagram.com/floyddetroit,https://www.facebook.com/floyddetroit,,,https://twitter.com/floyddetroit; https://www.instagram.com/floyddetroit; https://www.facebook.com/floyddetroit,direct_profile_found,https://hunter.io/search/floydhome.com,https://www.linkedin.com/search/results/companies/?keywords=Floyd,email first; LinkedIn or Instagram fallback,bun dev # then audit floydhome.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Floyd, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your home catalog, answer buyer questions like furniture comparison and configuration, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Floyd, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Inside Weather,Home,insideweather.com,https://insideweather.com,93,A,DTC furniture,Configurable furniture and fabrics,yes,support@insideweather.com,support@insideweather.com,high_site,https://support.insideweather.com/help-center/contact-us,https://insideweather.com; https://insideweather.com; https://support.insideweather.com/help-center/contact-us; https://support.insideweather.com/help-center/article-categories,,,https://www.instagram.com/insideweather,https://www.facebook.com/insideweatherdesign,https://www.tiktok.com/@insideweather,,https://www.instagram.com/insideweather; https://www.facebook.com/insideweatherdesign; https://www.tiktok.com/@insideweather,direct_profile_found,https://hunter.io/search/insideweather.com,https://www.linkedin.com/search/results/companies/?keywords=Inside%20Weather,email first; LinkedIn or Instagram fallback,bun dev # then audit insideweather.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Inside Weather, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your home catalog, answer buyer questions like configurable furniture and fabrics, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Inside Weather, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Fable,Home,fable.com,https://fable.com,93,A,DTC home,Dinnerware sets and gifting,yes,hello@fable.com,hello@fable.com; recipient@giftnote.com,high_site,https://fable.com/pages/faq,https://fable.com; https://fable.com; https://fable.com/#erid52622488; https://fable.com/pages/contact-us; https://fable.com/#erid60849841; https://fable.com/#erid76873265; https://fable.com/#erid52900378; https://fable.com/#erid52622499; https://fable.com/pages/faq; https://fable.com/#erid57790685,,,https://www.instagram.com/fablehome,https://www.facebook.com/Fable-Home-232759574332583,https://www.tiktok.com/@eireann.jade; https://www.tiktok.com/@arsenika; https://www.tiktok.com/@thekatiepix; https://www.tiktok.com/@zoehonsinger; https://www.tiktok.com/@tara_elsas,,https://www.instagram.com/fablehome; https://www.facebook.com/Fable-Home-232759574332583; https://www.tiktok.com/@eireann.jade; https://www.tiktok.com/@arsenika; https://www.tiktok.com/@thekatiepix,direct_profile_found,https://hunter.io/search/fable.com,https://www.linkedin.com/search/results/companies/?keywords=Fable,email first; LinkedIn or Instagram fallback,bun dev # then audit fable.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Fable, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your home catalog, answer buyer questions like dinnerware sets and gifting, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Fable, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Material,Home,materialkitchen.com,https://materialkitchen.com,93,A,DTC kitchen,Kitchenware comparison and gifting,yes,partners@materialkitchen.com,partners@materialkitchen.com; press@materialkitchen.com; hello@materialkitchen.com; industry@materialkitchen.com,high_site,https://materialkitchen.com/pages/contact,https://materialkitchen.com; https://materialkitchen.com; https://materialkitchen.com/pages/contact; https://materialkitchen.com/pages/help; https://materialkitchen.com/pages/faq; https://materialkitchen.com/pages/press; https://materialkitchen.com/pages/about; https://materialkitchen.com/pages/about-us; https://materialkitchen.com/blogs/philanthropy/coming-together-to-support-nyc,,https://twitter.com/MaterialKitchen,https://www.instagram.com/materialkitchen; https://www.instagram.com/_kelsey_shaw,https://www.facebook.com/materialkitchen,,,https://twitter.com/MaterialKitchen; https://www.instagram.com/materialkitchen; https://www.instagram.com/_kelsey_shaw; https://www.facebook.com/materialkitchen,direct_profile_found,https://hunter.io/search/materialkitchen.com,https://www.linkedin.com/search/results/companies/?keywords=Material,email first; LinkedIn or Instagram fallback,bun dev # then audit materialkitchen.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Material, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your home catalog, answer buyer questions like kitchenware comparison and gifting, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Material, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Made In,Home,madeincookware.com,https://madeincookware.com,93,A,DTC cookware,Cookware education and gifting,yes,hello@madeincookware.com,hello@madeincookware.com,high_site,https://madeincookware.com,https://madeincookware.com; https://madeincookware.com; https://madeincookware.com/contact; https://madeincookware.com/contact-us; https://madeincookware.com/pages/contact-us; https://madeincookware.com/pages/help-center; https://madeincookware.com/support; https://madeincookware.com/pages/help-center; https://madeincookware.com/faq; https://madeincookware.com/wholesale,https://www.linkedin.com/company/madeincookware,https://twitter.com/madeincookware,https://www.instagram.com/madein,https://www.facebook.com/madeincookware,,https://www.youtube.com/channel/UC7DtPpBFDPilyPLVQUa2SQw; https://youtu.be/3UWAiW6SaoU; https://youtu.be/e5UlrlQwFvU; https://www.youtube.com/watch,https://www.linkedin.com/company/madeincookware; https://twitter.com/madeincookware; https://www.instagram.com/madein; https://www.facebook.com/madeincookware; https://www.youtube.com/channel/UC7DtPpBFDPilyPLVQUa2SQw; https://youtu.be/3UWAiW6SaoU; https://youtu.be/e5UlrlQwFvU,direct_profile_found,https://hunter.io/search/madeincookware.com,https://www.linkedin.com/search/results/companies/?keywords=Made%20In,email first; LinkedIn or Instagram fallback,bun dev # then audit madeincookware.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Made In, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your home catalog, answer buyer questions like cookware education and gifting, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Made In, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Great Jones,Home,greatjonesgoods.com,https://greatjonesgoods.com,93,A,DTC cookware,Cookware education and gifting,yes,hi@greatjonesgoods.com,hi@greatjonesgoods.com,high_site,https://greatjonesgoods.com/pages/wholesale,https://greatjonesgoods.com; https://greatjonesgoods.com; https://greatjonesgoods.com/pages/wholesale; https://greatjonesgoods.com/pages/about-us,,https://twitter.com/GreatJones,https://www.instagram.com/greatjones,https://www.facebook.com/GreatJonesGoods,https://www.tiktok.com/@greatjones,,https://twitter.com/GreatJones; https://www.instagram.com/greatjones; https://www.facebook.com/GreatJonesGoods; https://www.tiktok.com/@greatjones,direct_profile_found,https://hunter.io/search/greatjonesgoods.com,https://www.linkedin.com/search/results/companies/?keywords=Great%20Jones,email first; LinkedIn or Instagram fallback,bun dev # then audit greatjonesgoods.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Great Jones, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your home catalog, answer buyer questions like cookware education and gifting, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Great Jones, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Snowe,Home,snowehome.com,https://snowehome.com,93,A,DTC home,Home essentials and gifting,yes,press@snowehome.com,press@snowehome.com; hello@snowehome.com; registry@snowehome.com,high_site,https://snowehome.com/pages/customer-service,https://snowehome.com; https://snowehome.com; https://snowehome.com/pages/customer-service; https://snowehome.com/pages/customer-service,,https://twitter.com/snowehome,https://instagram.com/snowehome,https://www.facebook.com/snowehome,,,https://twitter.com/snowehome; https://instagram.com/snowehome; https://www.facebook.com/snowehome,direct_profile_found,https://hunter.io/search/snowehome.com,https://www.linkedin.com/search/results/companies/?keywords=Snowe,email first; LinkedIn or Instagram fallback,bun dev # then audit snowehome.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Snowe, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your home catalog, answer buyer questions like home essentials and gifting, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Snowe, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
